task,backend,model,id,text,true_emotion,predicted_emotion,correct,response,fluency,emotional_accuracy,empathy,helpfulness,safety,latency_s,error
advise,groq,meta-llama/llama-4-scout-17b-16e-instruct,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,,,"احساس می‌کنی که در طول روز خوب کار می‌کنی و همه‌چیز خوبه، ولی وقتی به خونه می‌رسی، احساساتت تغییر می‌کنه و غم و نگرانی‌ها سرت می‌ریزه. این احساس رو کاملا درک می‌کنم.

پیشنهاد می‌کنم قبل از اینکه به خونه بری، یه قدم بیرون بذار و یه کم پیاده‌روی کن یا یه فعالیتِ سبک انجام بده تا به خودت فرصت بدهی که آرام بگیر و ذهنت رو از کار و استرس روزمره خالی کنی. 
همچنین، می‌توانی یه دفتر خاطرات داشته باشی و قبل از خواب، یه کم در مورد احساساتت بنویسی. این کار می‌تواند بهت کمک کنه که احساساتت رو بهتر درک کنی و بتونی باهاشون بهتر مقابله کنی.",,,,,,0.7,
advise,groq,openai/gpt-oss-120b,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,,,"حس‌اتو کاملاً درک می‌کنم؛ وقتی صبح‌ها می‌تونی لبخند بزنی و با دیگران حرف بزنی، اما شب‌ها تمام فشارها به‌صورت بغض تو گلوت جمع می‌شن، طبیعتاً دل‌ت سنگین می‌شود.  

- یک راه ساده: قبل از خواب پنج تا ده دقیقه وقت بذار به تنفس عمیق یا گوش دادن به موسیقی آرام؛ این کار کمک می‌کنه تا ذهن از روز جاری «خلاص» بشه.  
- اگر این حس‌ها ادامه پیدا کردند یا شدت یافتند، پیشنهاد می‌کنم با یک مشاور یا روان‌پزشک صحبت کنی تا بهتر بتونی این بارهای ذهنی رو مدیریت کنی.  

به خودت مهربانی نشان بده؛ تو لیاقت آرامش و راحتی هستی. 🌿",5,5,5,5,5,1.03,
advise,ollama,llama3.2:latest,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,,,"فهمیدنی است که احساس بدی که در حال bạn است به چسبندگی زیادی دارد و ممکن است از همون روز یا روزهای قبل باشد.

پیشنهادی برای شما این است: به یک پزشک consultations برسید تا feelings فیزیکی و روانی خود را بفهمید.",,,,,,0.89,
advise,ollama,gemma3:4b,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,,,"وای، چه حس ناخوشایندی! این بغض‌های غیرقابل توضیح واقعاً می‌تونن طاقت‌فرسا باشن. اینکه تو می‌تونی صبح‌ها با همه بخند و صحبت کنی، نشون می‌ده که درونت خیلی قویه. ولی این‌که شب‌ها این غم‌ها بهو ریزن، خیلی ناراحت‌کننده است. 

یه کاری که می‌تونی انجام بدی اینه که یه نوشیدنی گرم (مثل چای یا دمنوش) بخوری و یه کم به آرومی مدیتیشن یا تنفس عمیق انجام بدی.  همچنین، سعی کن یه فعالیت آرامش‌بخش رو برای خودت در نظر بگیری، مثل گوش دادن به موسیقی یا یه قدم زدن کوتاه. 

اگه این حالت ادامه پیدا کرد یا خیلی اذیتت می‌کرد، حتماً با یه دوست صمیمی یا فرد مورد اعتماد صحبت کن. اگه حس می‌کنی نیاز داری، نگران نباش و از یه متخصص کمک بگیر.",5,5,5,5,5,3.27,
advise,ollama,qwen3:8b,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,,,ممنون که به من می‌گی، احساساتِ تو را کاملاً متوجه شدم. این حس‌های غمگین شب‌ها که می‌آیند، می‌تونن خیلی سخت باشن. به خودت مهربان باش، خسته نشو. اگر می‌تونی، یه شماره یا نام کسی که تو را دوست داری، رو در کنارت قرار بده، ممکنه کمک کنه. همچنین، یه کتاب یا فیلم کمک‌کننده رو انتخاب کن و باش که کمی چیزهای کوچیکی رو باشی. تو نه تنها خوبی، بلکه قوی هم هستی. 🌸,5,5,5,4,5,7.49,
advise,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,,,دوست من، احساس ناراحت‌کننده‌ای داری که کاملاً قابل درک هست. این که تو روزی که خوشحال و پرانرژی بودی، شب‌ها با بغض و غم به خواب میری، نشانه اینه که تجربه‌ی عمیقی داری. یه پیشنهاد کوچیک دارم: سعی کن قبل از خواب چند دقیقه تمرینات ریلکسیشن انجام بدی تا ذهنت آروم‌تر بشه. اگر این احساسات برات سنگین شد، مشورت کردن با یک متخصصِ سلامت روان می‌تونه بهت کمک کنه تا راه‌حل‌های بهتری پیدا کنی.,5,5,5,5,5,3.82,
advise,groq,llama-3.3-70b-versatile,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,,,می‌فهمم که چقدر ناراحت هستی. بدقولی واقعاً دردناکه،特別 وقتی که انتظاراتت را برآورده نمی‌کنه. شاید بهتر باشه که در مورد این مشکل با او حرف بزنی و احساساتت را بیان کنی. همچنین، یادت باشه که تو值قی و لایق احترام هستی و باید با خودت مهربانی کنی.,5,5,5,5,5,0.82,
advise,groq,meta-llama/llama-4-scout-17b-16e-instruct,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,,,کاملا حس می‌کنم چقدر ناراحت و عصبانی هستی. اینکه کسی به قولش عمل نکنه، می‌تونه خیلی دردناک باشه. پیشنهاد می‌کنم یه قدم عقب بکشی و شرایط رو از یه جای دیگه نگاه کنی. شاید بشه با اون شخص یه حرفِ جدی و دوستانه زد و مشکل رو حل کرد.,5,5,5,4,5,0.28,
advise,groq,openai/gpt-oss-120b,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,,,"خیلی ناامید و خسته‌اید؛ این حس کاملاً قابل درکه.  
- یک‌دفعه چند نفس عمیق بکشید و سعی کنید احساسات‌تان را روی کاغذ یا در گوشی بنویسید.  
- اگر امکانش هست، به‌صورت آرام با اون فرد دربارهٔ انتظارات واضح‌تر صحبت کنید یا برای خودتان مرزهای مشخصی تعیین کنید.  

اگر این وضعیت به‌طور مداوم شما را تحت فشار قرار می‌دهد، حتماً با یک مشاور یا روانشناس صحبت کنید. 🌿",5,5,5,5,5,0.82,
advise,ollama,llama3.2:latest,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,,,پدربزرگ تو really مشکلی داره! احساساتش گسسته شده و نمی‌تواند با خود خود از این حال خارج شود. حالا که می‌تونی به او برای کمک در مورد این مشکلاتش صحبت کنی، برای او یک فرصت می‌دهد که از معالجان تخصصی کمک بگیرد و از این طریق خود را Again به حالت normal برساند.,2,3,2,4,3,1.06,
advise,ollama,gemma3:4b,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,,,"وای، چه ناراحت‌کننده‌ست! این حسِ خشم و ناامیدی خیلی دردناکه. حق داری که کفرت درومده باشه، وقتی کسی قولش رو نمی‌شکنه. 

سعی کن به خودت بگی که این رفتار، چیزی درباره‌ی تو نمی‌گه. این فقط نشون می‌ده که این شخص، در مدیریت وعده‌ها مشکل داره. 

می‌تونی یه نفس عمیق بکشی و این حس رو با یه فعالیت مورد علاقه‌ات مثل قدم زدن یا گوش دادن به موسیقی، کم کم از ذهنت دور کنی. اگه این اتفاق‌ها زیاد می‌افته و باعث ناراحتی‌ت می‌شه، شاید با یه مشاور صحبت کردن، راه حل بهتری پیدا کنی.",5,5,5,5,5,2.49,
advise,ollama,qwen3:8b,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,,,متأسفم که اینطوریه، احساست فهمیده میشه. گاهی اوقات قول دادن و بدقولی کردن می‌تونه خیلی دردناک باشه. می‌تونی بیا، با من صحبت کنیم یا چیزی که دلتو می‌خواد بکنیم؟,5,5,5,4,5,4.46,
advise,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,,,من کاملاً درکت می‌کنم که این احساسات چقدر دردناک هستند. وقتی کسی رو اعتماد کردی و اون دوباره بدقولی کرد، این حس خسته‌کننده و ناراحت‌کننده‌ای به وجود میاد. لازم نیست که این موضوع رو با خودت قایم کنی، اجازه بده که باهاش دست و پنجه نرم کنی و راه حل بگیری.,5,5,5,4,5,3.17,
advise,groq,llama-3.3-70b-versatile,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,,,می‌فهمم که چقدر در این شرایط سخت و خسته‌کننده‌ای به سر می‌بری. لجبازی و بی‌توجهی می‌تونه واقعاً آزاردهنده باشه. شاید یک مکالمه‌ی آرام و بدون استرس، یا حتی یک نامه‌ی قلبی بهش کمک کنه که بهت گوش بده.,,,,,,0.65,
advise,groq,meta-llama/llama-4-scout-17b-16e-instruct,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,,,احساس می‌کنی که شنیده نمی‌شوی و این خیلی دردناکه. طبیعی است که وقتی کسی به حرف‌های ما گوش نمی‌دهه، احساس کنیم که بیهوده تلاش می‌کنیم. می‌تونی از این به بعد به جای اینکه سعی کنی حرفتو به کرسی بنشونی، بیشتر به خودت و احساساتت توجه کنی و اونوقت ببینی چطور می‌تونی با طرف مقابلت ارتباط بهتری بگیری.,,,,,,0.78,
advise,groq,openai/gpt-oss-120b,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,,,حس می‌کنم که واقعاً خسته و ناامید شده‌ای؛ وقتی حرف‌هات گوش نمی‌شن، آدم احساس می‌کنه که تمام انرژی‌اش به هدر می‌ره. شاید یک قدم عقب‌نشینی کوتاه، مثل یک استراحت کوتاه یا تغییر محیط، کمک کنه تا احساس آرامش بیشتری پیدا کنی. وقتی دوباره می‌خوای صحبت کنی، سعی کن با جملات «من احساس می‌کنم…» و بدون سرزنش، نظرتو بیان کنی؛ این روش گاهی باعث می‌شه طرف مقابل کمتر دفاعی بشه و بهتر گوش بده. اگر احساس کردید که این وضعیت به‌طور مداوم توی رابطه‌تون ت,5,5,5,5,5,1.1,
advise,ollama,llama3.2:latest,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,,,"فردی که در دفترچهٔ خاطراتت نوشته شده، ممکن است در حال مقابله با مشکلاتی باشد که احساس کم ‌حوصله و عارضه‌ای را به خود دارد.

در اینสถานการณ‌ها، برای کمک کردن به او، می‌توانید:

1. صلح و صبر را انتخاب کنید: ممکن است فرد در حال تحمل یک چالش برآورد شده و احساس کم‌حوصله را دارد. در این Situation، گویا باید صبر کنید تا او به خودی خود cảmToJson بیاید.
2. در Kontakt با او قرار بگیرید: گاهی، کم‌حوصله فقط ابرازش می‌شود و فرد ممکن است حساس‌تر از antes باشد. در این Situation، در Kontakt با او قرار گرفتن و با هم صحبت کردن می‌تواند کمک کند تا او را احساس حوصله نکنند.",4,3,4,5,5,2.17,
advise,ollama,gemma3:4b,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,,,"وای، این حسِ خیلی ناراحت‌کننده‌ایه. وقتی احساس می‌کنی کسی به حرف‌هات گوش نمی‌ده و فقط لجبازی می‌کنه، خیلی خسته‌کننده است. حق داری که از این وضعیت خسته شدی. 

می‌تونی سعی کنی یه قدم به عقب برداری و کمی برای خودت وقت بذاری. یه فعالیت مورد علاقه‌ات رو انجام بده یا با یه دوست صمیمی صحبت کن. اگه این حسِ خستگی و ناامیدی ادامه پیدا کرد، حتماً با یه متخصص صحبت کن تا بتونی این موضوع رو بهتر مدیریت کنی.",5,5,5,5,5,2.13,
advise,ollama,qwen3:8b,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,,,من بهت می‌گم که این حس خیلی سخته، اما تو نیستی که اینطور باشی. متأسفم که اینقدر خسته شده‌ای. یکی از چیزهای کوچیک که می‌تونی امتحان کنی: یه چیزی که دوست داری یا بهش علاقه داری رو به خودت یادآوری کن، یا از یه فرد دوست داشتنی در اینترنت یا دل می‌خواد کمک کنه. اگر می‌خوای، می‌تونی با من هم صحبت کنی. 🌸,4,5,5,4,5,6.78,
advise,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,,,متاسفم که این احساسات رو داری. معلومه که این وضعیت واقعاً خسته‌کننده‌ست و تحملش سخته. سعی کن آرامش پیدا کنی و به خودت یادآوری کنی که تو ارزش احترام گذاشتن رو داری. همچنین، اگه فکر می‌کنی نیاز داری از یه متخصص کمک بگیری، حتماً اون کار رو انجام بده.,5,5,5,4,5,3.18,
advise,groq,llama-3.3-70b-versatile,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,,,"فهم می‌کنم که چقدر خسته‌کننده و عصبانی‌کننده است که بعد از انتظار طولانی، کسی با پارتی‌بازی از جلوت بگذره. این احساس عصبانیت و ناامیدی کاملا طبیعی است.

یک پیشنهاد کوچیک دارم:_next_بار که این اتفاق بیفت، سعی کن یه نفس عمیق بکشی و کمی قدم بزنی تا عصبانیتت کم شه. و شاید هم بتونی از این فرصت استفاده کنی و یه کار دلخواهت رو انجام بدی، مثل گوش دادن به موزیک یا خواندن یه کتاب.",5,5,5,4,5,1.1,
advise,groq,meta-llama/llama-4-scout-17b-16e-instruct,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,,,"کاملا حس می‌کنم که چقدر می‌تونه این وضعیت ناراحت‌کننده باشه. اینکه ساعت‌ها تو صف بایستی و بعد یک نفر با پارتی‌بازی جلوت رو بگیرد، واقعا عصبانی‌کننده است.

پیشنهاد می‌کنم که یه نفس عمیق بکشی و سعی کن اون انرژی منفی رو از خودت دور کنی. می‌تونی یه پیاده‌روی کوتاه بکنی یا یه کار دیگه‌ای که دوست داری انجام بدهی تا آرامش رو به دست بیاری.",,,,,,0.46,
advise,groq,openai/gpt-oss-120b,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,,,"درک می‌کنم که این وضعیت باعث شد خیلی عصبانی و ناامید بشی؛ انتظار طولانی و سپس عدم حضور آدم مورد نظرت می‌تونه واقعاً اذیت‌کننده باشه.  

- یک‌نفس عمیق بکش و سعی کن چند دقیقه چشم‌هات رو ببندی، این کار می‌تونه کمک کنه تا احساسات‌ات آرام‌تر بشه.  
- بعد از اون، اگر امکانش هست، یک قدم کوتاه بیرون بزن یا به موسیقی آرامش‌بخش گوش بده؛ تغییر محیط می‌تونه ذهن‌ات رو از خستگی‌اش جدا کنه.  

اگر احساس می‌کنی که عصبانیت‌ات خیلی زیاد شده و سخت می‌تونی کنترل کنی، حتماً با یک دوست یا مشاور صحبت کن. مراقب خودت باش!",5,5,5,5,5,1.07,
advise,ollama,llama3.2:latest,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,,,"همه‌ی این اتفاق ها به یکدیگر اضافه می‌شود! احساسات تهاجمی و بی‌رغبتی که شما در آن ساعت تجربه کرده‌ئی، بسیار جدی هستند. ممکن است از نظر فیزیکی هم آسیبی خورده‌ای، چون خون تو جوش اومد. 

با این حال، با توجه به اینکه تو صف وایسا در شرایط Stress و تنش قرار دادی، ممکنه این احساسات ناشی از तनگستری باشه که منبع اصلی مشکلاتی مثل خون به جوش आनا، یا احساس تهاجمی هم می‌زنه. 

در这种 Situation، توصیه می‌کنم که اگر احساسات تو بعد از آن ساعت vẫn در حال ادامه باشد و یا به شدت بدتر بشود، با یک متخصص سلامت روان تماس بگیر.",4,4,3,5,5,2.05,
advise,ollama,gemma3:4b,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,,,"وای، چه عذابی! این حسِ حق‌به‌حقو خیلی ناراحت‌کننده‌ست. واقعاً می‌شه خیلی خشم و ناامیدی به آدم دست بزنه. این‌که بعد یه ساعت صبر کردی و یه نفر به خاطر پارتی‌بازی از صف جلو رفت، خیلی بی‌عدالته. 

به خودت بگو این اتفاق، چیزی فراتر از یه کارِ ساده نیست و تو حق داری این‌قدر ناراحت باشی. 

یه کاری که می‌تونی بکنی اینه که یه نفس عمیق بکشی و سعی کنی خشم رو با یه فعالیتِ آرامش‌بخش مثل پیاده‌روی یا گوش دادن به موسیقی تخلیه کنی. 

اگه این احساسات خیلی قوی هستن و اذیتت می‌کنن، نترس و از یه دوست یا عضو خانواده کمک بخواه.",5,5,5,5,5,2.91,
advise,ollama,qwen3:8b,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,,,خیلی خوبی که هستی، اما این اتفاقات می‌تونن خیلی خسته کنن. می‌تونی به خودت گویا بشه و چند دقیقه استراحت کنی. می‌خوای با یک قهوه یا یک نوشیدنی دلپذیر بهتر بشی؟,4,3,4,4,5,4.57,
advise,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,,,وای! چه حالی شده باید اینقدر منتظر باشی و در نهایت به این نتیجه برسی که کارت نشده. تحمل این همه انتظار می‌تونه واقعاً خسته‌کننده باشه. من حس می‌کنم که خیلی ناراحتی و کلافه‌ای. پیشنهاد می‌کنم یه نفس عمیق بکشی، شاید با یه نوشیدنی گرم یا یه موسیقی آرامش‌بخش به خودت کمک کنی تا آروم بشی. می‌تونی سعی کنی یه کار دیگه انجام بدی یا حتی فقط چند دقیقه به خودت اجازه بدی که به این موضوع فکر کنی و احساساتت رو پردازش کنی.,5,5,5,5,5,3.86,
advise,groq,llama-3.3-70b-versatile,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,,,هیجان و دلشوره طبیعی است، به‌ویژه وقتی که در حال آماده شدن برای یک مصاحبه‌ی مهم هستی. تمرین کردن جلوی آینه واقعاً کمک‌کننده است. سعی کن قبل مصاحبه کمی آرامش پیدا کنی، چند نفس عمیق بکش و به خودت بگو که توانایی موفقیت را داری. مطمئن باش که با این تلاش، آماده هستی و می‌توانی از پس این مصاحبه بربیایی.uccessful باشید و به خودت اعتماد کن.,5,5,4,5,5,0.92,
advise,groq,meta-llama/llama-4-scout-17b-16e-instruct,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,,,کاملا طبیعیه که قبل از یه مصاحبه‌ی مهم، احساس دلشوره داشته باشی. تمرین جلوی آینه هم می‌تونه بهت کمک کنه که اعتماد به نفس بیشتری پیدا کنی. فقط یادت باشه که قرار نیست کلمه به کلمه چیزی رو که تمرین کردی تکرار کنی، مهم اینه که با اعتماد به نفس و آرامش حرف بزنی. یک پیشنهاد این که امروز یه سری به سایت‌های کاریابی بزن و نمونه سوالات مصاحبه رو ببین و جوابشون رو تمرین کن. شب قبل از مصاحبه هم سعی کن زودتر بخوابی و یه استراحت خوب داشته باشی.,,,,,,0.5,
advise,groq,openai/gpt-oss-120b,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,,,"مصاحبه‌تون باعث اضطراب‌تون شده، این حس کاملاً طبیعی‌ست. خودتو به‌خوبی درک می‌کنی و برای موفقیت‌ات آماده می‌شی، این خیلی مثبت‌است.  

1️⃣ چند دقیقه نفس عمیق بکش: ۴ ثانیه دم بکش، ۴ ثانیه نگه دار، ۴ ثانیه بازدم؛ این کار آرامش ذهنی‌تو تقویت می‌کنه.  
2️⃣ قبل از رفتن، یک لیست کوتاه از نکات کلیدی که می‌خوای بگی، بنویس و یک بار سریع مرور کن؛ این حس کنترل بیشتری بهت میده.  

به خودت یادآوری کن که حتی اگر کمی اضطراب داشتی، توانایی‌هات کافیه. موفق باشی!",5,5,4,5,5,0.82,
advise,ollama,llama3.2:latest,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,,,"شما REALLY در حال تلاش و تلاش هستید تا به موردی که می‌خواهیدReach کنید برسید. این تلاش و تمرین برایتان کمک WILL be. اگر از نفس‌ت Yourself را زیاد تکرار می‌کنید، یا با خودتان صحبت میکنید، hãy stops و شوم کنید. 

شما باید در مورد خودتان و احساسات خودتان صحبت کنید. به yourself در حال lắngن و شنیدن است.",,,,,,1.22,
advise,ollama,gemma3:4b,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,,,"وای، چه نگران‌کننده‌ای! دلشوره قبل از مصاحبه خیلی می‌تونه فشار رو بیشتر کنه. تمرین کردن هم خوبه، ولی این دلشوره رو می‌تونه خراب کنه. سعی کن یه نفس عمیق بکشی و به خودت بگی: ""من برای این مصاحبه آماده‌ام و تو می‌تونی این کار رو انجام بدی."" 

یه کم استراحت کن، یه نوشیدنی گرم بخور و به خودت یادآوری کن که این فقط یه مصاحبه‌ست و نتیجه‌اش به توانایی‌هات مربوط نمیشه. اگه دلشوره ادامه داشت، حتماً با کسی که بهش اعتماد داری صحبت کن.",5,5,5,5,5,2.41,
advise,ollama,qwen3:8b,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,,,"فروشگاهِ نگرانی‌ها و ترس‌ها را نگه دار، تو قوی‌تر از هر کسی هستی. مصاحبه روز فرداست، اما امروز باید خودت را به خاطر گذشته نگه داشته باشی. یک کمکِ دلگرم کننده: می‌توانی با خودت یک گفتگو ایستاده کنی و بگویی: ""من این روز را با اعتماد و صبر گذرانم."" یا به یک شرکت نزدیک که دوست داری، یک ایمیل کوتاه و دلنشین بفرست. تو بهترین نسخه‌ی خودت هستی.",4,4,5,4,5,7.33,
advise,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,,,نگرانی که داری کاملاً قابل درک هست، این احساسات قبل از یک رویداد مهم مثل مصاحبه‌ی شغلی می‌تونه خیلی استرس‌زا باشه. سعی کن به خودت یادآوری کنی که تو توانایی‌های زیادی داری و برای موفقیت آماده‌ای. با تمرین کردن و آمادگی، می‌تونی اعتماد به نفس بیشتری پیدا کنی و احساس بهتری داشته باشی.,5,5,5,5,5,3.31,
advise,groq,llama-3.3-70b-versatile,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,,,"من完全 متوجه احساسات تو هستم. این NORMALه که با نزدیک شدنت به پدر شدن، احساس ترس و شک کنی. اینکه می‌خوای پدر خوبی باشی، نشون میده که واقعاً درگیر این موضوع هستی و می‌خوای بهترین باشی. 
aybe بشه یه کم در مورد انتظاراتت از خودت به عنوان یه پدر آینده فکر کنی و اینکه چی می‌تونه بهت کمک کنه که با این احساسات کنار بیایی. شاید با همسرت یا یه دوست نزدیک در مورد این احساسات صحبت کردن هم کمک‌کننده باشه.",4,5,5,5,5,1.33,
advise,groq,meta-llama/llama-4-scout-17b-16e-instruct,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,,,"تبریک می‌گویم، پدر شدن تجربه‌ی هیجان‌انگیز و در عین حال نگران‌کننده‌ایه. طبیعی است که نگران باشی و دلشوره داشته باشی. این نگرانی نشون می‌ده که چقدر نسبت به این مسئولیت جدیدت جدی هستی و می‌خوای بهترین پدر ممکن باشی.

یک پیشنهاد: سعی کن به جای فکر کردن به همه‌ی چیزایی که ممکنه اشتباه بره، روی چیزایی که می‌تونی کنترل کنی و آماده‌اشون هستی تمرکز کنی. مثلاً می‌تونی درباره‌ی چیزایی که دوست داری در مورد پدر شدنتون یاد بگیری، کتاب بخونی یا با پدرهای دیگه صحبت کنی.

دوم اینکه، به خودت یادآوری کن که هیچکس به طور کامل آماده‌ی پدر شدن نیست، اما همه می‌تونن با عشق، صبر و یادگیری، پدر خوبی باشن.",5,5,5,5,5,0.72,
advise,groq,openai/gpt-oss-120b,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,,,"مبارکتون باشه! هیجان و دلشوره‌ای که حس می‌کنید کاملاً طبیعی‌ست؛ هر دو احساس را می‌پذیرم. 🌱  

- وقتی قلب‌تان تند می‌زند، چند نفس عمیق و آهسته بکشید (به‌صورت ۴‑۲‑۴: چهار ثانیه دم بکشید، دو ثانیه نگه دارید، چهار ثانیه بیرون بدهید). این کار به آرامش‌تان کمک می‌کند.  
- فکر کنید چه چیزهایی برای شما مهم است تا پدر خوبی باشید و یک یا دو هدف کوچک (مثلاً وقت‌گذاری منظم با کودک، یا یادگیری مهارت‌های مراقبت) را امروز بنویسید.  

اگر تپش قلب به‌صورت مداوم یا شدید ادامه داشت و باعث نگرانی‌تان شد، حتماً با یک پزشک مشورت کنید. 🌼 موفق باشید!",,,,,,0.92,
advise,ollama,llama3.2:latest,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,,,خدا bless you. احساساتِ شما بسیار مهم و عمیق هستند و در واقع نشانه‌های برخی از مشکلات Mental Health است. اگر این احساسات به مدت طولانی باقی بماند یا شدیدتر می‌شود، توصیه می‌کنم با یک مشاوره-online hoặcConsultation with Psychologist یا مشاور saúde روان رو بررسی کنی.,4,3,2,4,5,1.0,
